epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1
1,1.0526189166023618,0.711468253968254,0.7106163428662694,0.3211197233551906,0.895,0.8939313751820236,0.8939313751820235
2,0.3572687322563595,0.8925793650793651,0.8925433349749957,0.22245977444186185,0.9287037037037037,0.928740092475086,0.928740092475086
3,0.2612060717032069,0.9213492063492064,0.9212673756350048,0.14313213010102993,0.955925925925926,0.9557404544757718,0.9557404544757719
